n,positives,negatives,tp,tn,fp,fn,sensitivity,specificity,balanced_accuracy,MCC,accuracy,positive_predictive_value,negative_predictive_value,replicate
21,7,14,6,2,12,1,0.8571428571428571,0.14285714285714285,0.5,0.0,0.38095238095238093,0.3333333333333333,0.6666666666666666,9220
24,7,17,6,0,17,1,0.8571428571428571,0.0,0.42857142857142855,-0.32494624495722557,0.25,0.2608695652173913,0.0,9221
17,9,8,7,0,8,2,0.7777777777777778,0.0,0.3888888888888889,-0.34426518632954817,0.4117647058823529,0.4666666666666667,0.0,9222
32,8,24,7,2,22,1,0.875,0.08333333333333333,0.4791666666666667,-0.061898446059017294,0.28125,0.2413793103448276,0.6666666666666666,9223
29,12,17,11,0,17,1,0.9166666666666666,0.0,0.4583333333333333,-0.22493385271060934,0.3793103448275862,0.39285714285714285,0.0,9224
29,10,19,9,0,19,1,0.9,0.0,0.45,-0.2604940361258638,0.3103448275862069,0.32142857142857145,0.0,9225
33,11,22,11,0,22,0,1.0,0.0,0.5,,0.3333333333333333,0.3333333333333333,,9226
36,11,25,11,2,23,0,1.0,0.08,0.54,0.16087993330796874,0.3611111111111111,0.3235294117647059,1.0,9227
23,8,15,7,0,15,1,0.875,0.0,0.4375,-0.2919371040605711,0.30434782608695654,0.3181818181818182,0.0,9228
47,10,37,8,4,33,2,0.8,0.10810810810810811,0.4540540540540541,-0.11269651894993124,0.2553191489361702,0.1951219512195122,0.6666666666666666,9229
31,10,21,10,2,19,0,1.0,0.09523809523809523,0.5476190476190477,0.18122009407318745,0.3870967741935484,0.3448275862068966,1.0,9230
22,8,14,6,2,12,2,0.75,0.14285714285714285,0.4464285714285714,-0.1336306209562122,0.36363636363636365,0.3333333333333333,0.5,9231
37,12,25,11,6,19,1,0.9166666666666666,0.24,0.5783333333333334,0.18725248212905501,0.4594594594594595,0.36666666666666664,0.8571428571428571,9232
16,13,3,12,0,3,1,0.9230769230769231,0.0,0.46153846153846156,-0.12403473458920847,0.75,0.8,0.0,9233
20,6,14,5,0,14,1,0.8333333333333334,0.0,0.4166666666666667,-0.35043832202523123,0.25,0.2631578947368421,0.0,9234
31,8,23,7,2,21,1,0.875,0.08695652173913043,0.4809782608695652,-0.05630532705768135,0.2903225806451613,0.25,0.6666666666666666,9235
32,8,24,6,0,24,2,0.75,0.0,0.375,-0.4472135954999579,0.1875,0.2,0.0,9236
42,12,30,12,0,30,0,1.0,0.0,0.5,,0.2857142857142857,0.2857142857142857,,9237
25,7,18,4,0,18,3,0.5714285714285714,0.0,0.2857142857142857,-0.5921565254637922,0.16,0.18181818181818182,0.0,9238
21,5,16,5,0,16,0,1.0,0.0,0.5,,0.23809523809523808,0.23809523809523808,,9239
27,8,19,5,2,17,3,0.625,0.10526315789473684,0.3651315789473684,-0.3170777152559948,0.25925925925925924,0.22727272727272727,0.4,9240
43,8,35,8,6,29,0,1.0,0.17142857142857143,0.5857142857142857,0.19252438044475578,0.32558139534883723,0.21621621621621623,1.0,9241
17,9,8,9,0,8,0,1.0,0.0,0.5,,0.5294117647058824,0.5294117647058824,,9242
32,10,22,9,4,18,1,0.9,0.18181818181818182,0.5409090909090909,0.1044465935734187,0.40625,0.3333333333333333,0.8,9243
25,9,16,8,2,14,1,0.8888888888888888,0.125,0.5069444444444444,0.020515248496555453,0.4,0.36363636363636365,0.6666666666666666,9244
30,11,19,11,0,19,0,1.0,0.0,0.5,,0.36666666666666664,0.36666666666666664,,9245
29,10,19,10,2,17,0,1.0,0.10526315789473684,0.5526315789473684,0.19744962591969745,0.41379310344827586,0.37037037037037035,1.0,9246
37,11,26,10,4,22,1,0.9090909090909091,0.15384615384615385,0.5314685314685315,0.08414522910076114,0.3783783783783784,0.3125,0.8,9247
27,10,17,7,0,17,3,0.7,0.0,0.35,-0.4609772228646444,0.25925925925925924,0.2916666666666667,0.0,9248
31,10,21,9,2,19,1,0.9,0.09523809523809523,0.4976190476190476,-0.007529232524210427,0.3548387096774194,0.32142857142857145,0.6666666666666666,9249
36,8,28,7,4,24,1,0.875,0.14285714285714285,0.5089285714285714,0.021466939537054593,0.3055555555555556,0.22580645161290322,0.8,9250
33,10,23,10,2,21,0,1.0,0.08695652173913043,0.5434782608695652,0.16748280772542135,0.36363636363636365,0.3225806451612903,1.0,9251
23,7,16,6,2,14,1,0.8571428571428571,0.125,0.49107142857142855,-0.024397501823713332,0.34782608695652173,0.3,0.6666666666666666,9252
18,12,6,12,0,6,0,1.0,0.0,0.5,,0.6666666666666666,0.6666666666666666,,9253
25,11,14,8,0,14,3,0.7272727272727273,0.0,0.36363636363636365,-0.4165977904505309,0.32,0.36363636363636365,0.0,9254
20,9,11,8,0,11,1,0.8888888888888888,0.0,0.4444444444444444,-0.25362863675089403,0.4,0.42105263157894735,0.0,9255
37,10,27,9,4,23,1,0.9,0.14814814814814814,0.5240740740740741,0.06254627916220945,0.35135135135135137,0.28125,0.8,9256
19,9,10,9,0,10,0,1.0,0.0,0.5,,0.47368421052631576,0.47368421052631576,,9257
37,7,30,6,6,24,1,0.8571428571428571,0.2,0.5285714285714286,0.05714285714285714,0.32432432432432434,0.2,0.8571428571428571,9258
33,10,23,9,2,21,1,0.9,0.08695652173913043,0.49347826086956526,-0.020851441405707476,0.3333333333333333,0.3,0.6666666666666666,9259
24,10,14,8,2,12,2,0.8,0.14285714285714285,0.4714285714285714,-0.07559289460184544,0.4166666666666667,0.4,0.5,9260
28,7,21,6,0,21,1,0.8571428571428571,0.0,0.42857142857142855,-0.3333333333333333,0.21428571428571427,0.2222222222222222,0.0,9261
24,8,16,6,2,14,2,0.75,0.125,0.4375,-0.15811388300841897,0.3333333333333333,0.3,0.5,9262
32,8,24,5,2,22,3,0.625,0.08333333333333333,0.3541666666666667,-0.3478327964999673,0.21875,0.18518518518518517,0.4,9263
40,10,30,7,4,26,3,0.7,0.13333333333333333,0.41666666666666663,-0.18993429409939655,0.275,0.21212121212121213,0.5714285714285714,9264
19,12,7,11,0,7,1,0.9166666666666666,0.0,0.4583333333333333,-0.1800205749557739,0.5789473684210527,0.6111111111111112,0.0,9265
33,12,21,11,4,17,1,0.9166666666666666,0.19047619047619047,0.5535714285714286,0.14374722712498647,0.45454545454545453,0.39285714285714285,0.8,9266
31,9,22,9,2,20,0,1.0,0.09090909090909091,0.5454545454545454,0.16796775328675628,0.3548387096774194,0.3103448275862069,1.0,9267
27,9,18,9,0,18,0,1.0,0.0,0.5,,0.3333333333333333,0.3333333333333333,,9268
40,10,30,6,4,26,4,0.6,0.13333333333333333,0.36666666666666664,-0.28867513459481287,0.25,0.1875,0.5,9269
30,10,20,8,2,18,2,0.8,0.1,0.45,-0.1386750490563073,0.3333333333333333,0.3076923076923077,0.5,9270
22,10,12,9,2,10,1,0.9,0.16666666666666666,0.5333333333333333,0.0967301666813349,0.5,0.47368421052631576,0.6666666666666666,9271
41,10,31,10,2,29,0,1.0,0.06451612903225806,0.532258064516129,0.1286180282377182,0.2926829268292683,0.2564102564102564,1.0,9272
31,9,22,9,4,18,0,1.0,0.18181818181818182,0.5909090909090909,0.24618298195866548,0.41935483870967744,0.3333333333333333,1.0,9273
26,11,15,11,2,13,0,1.0,0.13333333333333333,0.5666666666666667,0.2472066162365221,0.5,0.4583333333333333,1.0,9274
19,6,13,6,0,13,0,1.0,0.0,0.5,,0.3157894736842105,0.3157894736842105,,9275
34,9,25,8,2,23,1,0.8888888888888888,0.08,0.4844444444444444,-0.048391079087419846,0.29411764705882354,0.25806451612903225,0.6666666666666666,9276
49,10,39,7,4,35,3,0.7,0.10256410256410256,0.40128205128205124,-0.22739701341354884,0.22448979591836735,0.16666666666666666,0.5714285714285714,9277
27,8,19,8,2,17,0,1.0,0.10526315789473684,0.5526315789473684,0.1835325870964494,0.37037037037037035,0.32,1.0,9278
27,8,19,8,2,17,0,1.0,0.10526315789473684,0.5526315789473684,0.1835325870964494,0.37037037037037035,0.32,1.0,9279
27,9,18,7,2,16,2,0.7777777777777778,0.1111111111111111,0.4444444444444444,-0.14744195615489714,0.3333333333333333,0.30434782608695654,0.5,9280
17,12,5,9,0,5,3,0.75,0.0,0.375,-0.29880715233359845,0.5294117647058824,0.6428571428571429,0.0,9281
24,8,16,8,2,14,0,1.0,0.125,0.5625,0.21320071635561041,0.4166666666666667,0.36363636363636365,1.0,9282
17,6,11,5,0,11,1,0.8333333333333334,0.0,0.4166666666666667,-0.338501600193165,0.29411764705882354,0.3125,0.0,9283
30,10,20,8,0,20,2,0.8,0.0,0.4,-0.37796447300922725,0.26666666666666666,0.2857142857142857,0.0,9284
25,11,14,9,2,12,2,0.8181818181818182,0.14285714285714285,0.48051948051948057,-0.05275349613399974,0.44,0.42857142857142855,0.5,9285
31,9,22,7,0,22,2,0.7777777777777778,0.0,0.3888888888888889,-0.41058784136762644,0.22580645161290322,0.2413793103448276,0.0,9286
24,10,14,9,2,12,1,0.9,0.14285714285714285,0.5214285714285715,0.06388765649999399,0.4583333333333333,0.42857142857142855,0.6666666666666666,9287
24,8,16,7,0,16,1,0.875,0.0,0.4375,-0.29488391230979427,0.2916666666666667,0.30434782608695654,0.0,9288
20,6,14,4,0,14,2,0.6666666666666666,0.0,0.3333333333333333,-0.5091750772173156,0.2,0.2222222222222222,0.0,9289
36,8,28,7,2,26,1,0.875,0.07142857142857142,0.4732142857142857,-0.08058229640253803,0.25,0.21212121212121213,0.6666666666666666,9290
33,11,22,10,2,20,1,0.9090909090909091,0.09090909090909091,0.5,0.0,0.36363636363636365,0.3333333333333333,0.6666666666666666,9291
34,8,26,8,2,24,0,1.0,0.07692307692307693,0.5384615384615384,0.1386750490563073,0.29411764705882354,0.25,1.0,9292
25,9,16,7,2,14,2,0.7777777777777778,0.125,0.4513888888888889,-0.1272937693043289,0.36,0.3333333333333333,0.5,9293
21,13,8,13,0,8,0,1.0,0.0,0.5,,0.6190476190476191,0.6190476190476191,,9294
28,8,20,7,4,16,1,0.875,0.2,0.5375,0.08846517369293828,0.39285714285714285,0.30434782608695654,0.8,9295
12,8,4,7,0,4,1,0.875,0.0,0.4375,-0.21320071635561041,0.5833333333333334,0.6363636363636364,0.0,9296
23,8,15,8,2,13,0,1.0,0.13333333333333333,0.5666666666666667,0.2253744679276044,0.43478260869565216,0.38095238095238093,1.0,9297
25,7,18,7,2,16,0,1.0,0.1111111111111111,0.5555555555555556,0.18389242812245682,0.36,0.30434782608695654,1.0,9298
23,11,12,8,0,12,3,0.7272727272727273,0.0,0.36363636363636365,-0.40451991747794525,0.34782608695652173,0.4,0.0,9299
32,9,23,7,2,21,2,0.7777777777777778,0.08695652173913043,0.43236714975845414,-0.18389242812245682,0.28125,0.25,0.5,9300
25,10,15,10,0,15,0,1.0,0.0,0.5,,0.4,0.4,,9301
20,8,12,8,2,10,0,1.0,0.16666666666666666,0.5833333333333334,0.2721655269759087,0.5,0.4444444444444444,1.0,9302
43,10,33,10,6,27,0,1.0,0.18181818181818182,0.5909090909090909,0.22167554926073635,0.37209302325581395,0.2702702702702703,1.0,9303
22,8,14,5,2,12,3,0.625,0.14285714285714285,0.3839285714285714,-0.26647402004950604,0.3181818181818182,0.29411764705882354,0.4,9304
27,13,14,12,0,14,1,0.9230769230769231,0.0,0.46153846153846156,-0.20351933162035313,0.4444444444444444,0.46153846153846156,0.0,9305
26,10,16,9,0,16,1,0.9,0.0,0.45,-0.25298221281347033,0.34615384615384615,0.36,0.0,9306
29,12,17,11,0,17,1,0.9166666666666666,0.0,0.4583333333333333,-0.22493385271060934,0.3793103448275862,0.39285714285714285,0.0,9307
21,7,14,7,0,14,0,1.0,0.0,0.5,,0.3333333333333333,0.3333333333333333,,9308
26,8,18,8,0,18,0,1.0,0.0,0.5,,0.3076923076923077,0.3076923076923077,,9309
46,9,37,9,6,31,0,1.0,0.16216216216216217,0.5810810810810811,0.191014361990104,0.32608695652173914,0.225,1.0,9310
33,7,26,6,2,24,1,0.8571428571428571,0.07692307692307693,0.46703296703296704,-0.09376144618769908,0.24242424242424243,0.2,0.6666666666666666,9311
21,10,11,10,0,11,0,1.0,0.0,0.5,,0.47619047619047616,0.47619047619047616,,9312
14,7,7,6,0,7,1,0.8571428571428571,0.0,0.42857142857142855,-0.2773500981126146,0.42857142857142855,0.46153846153846156,0.0,9313
28,12,16,11,0,16,1,0.9166666666666666,0.0,0.4583333333333333,-0.2222222222222222,0.39285714285714285,0.4074074074074074,0.0,9314
45,10,35,9,8,27,1,0.9,0.22857142857142856,0.5642857142857143,0.1336306209562122,0.37777777777777777,0.25,0.8888888888888888,9315
49,9,40,9,0,40,0,1.0,0.0,0.5,,0.1836734693877551,0.1836734693877551,,9316
22,9,13,9,0,13,0,1.0,0.0,0.5,,0.4090909090909091,0.4090909090909091,,9317
27,6,21,5,2,19,1,0.8333333333333334,0.09523809523809523,0.4642857142857143,-0.0944911182523068,0.25925925925925924,0.20833333333333334,0.6666666666666666,9318
37,8,29,8,2,27,0,1.0,0.06896551724137931,0.5344827586206896,0.1255529641148689,0.2702702702702703,0.22857142857142856,1.0,9319
24,8,16,8,2,14,0,1.0,0.125,0.5625,0.21320071635561041,0.4166666666666667,0.36363636363636365,1.0,9320
38,12,26,8,6,20,4,0.6666666666666666,0.23076923076923078,0.4487179487179487,-0.10826639239215334,0.3684210526315789,0.2857142857142857,0.6,9321
22,8,14,8,0,14,0,1.0,0.0,0.5,,0.36363636363636365,0.36363636363636365,,9322
16,7,9,6,0,9,1,0.8571428571428571,0.0,0.42857142857142855,-0.29277002188455997,0.375,0.4,0.0,9323
49,10,39,9,6,33,1,0.9,0.15384615384615385,0.5269230769230769,0.062017367294604234,0.30612244897959184,0.21428571428571427,0.8571428571428571,9324
27,10,17,8,2,15,2,0.8,0.11764705882352941,0.45882352941176474,-0.11194627867626022,0.37037037037037035,0.34782608695652173,0.5,9325
36,9,27,9,4,23,0,1.0,0.14814814814814814,0.5740740740740741,0.2041241452319315,0.3611111111111111,0.28125,1.0,9326
34,8,26,8,4,22,0,1.0,0.15384615384615385,0.5769230769230769,0.20254787341673333,0.35294117647058826,0.26666666666666666,1.0,9327
28,10,18,8,0,18,2,0.8,0.0,0.4,-0.3721042037676254,0.2857142857142857,0.3076923076923077,0.0,9328
38,10,28,10,4,24,0,1.0,0.14285714285714285,0.5714285714285714,0.20498001542269695,0.3684210526315789,0.29411764705882354,1.0,9329
31,8,23,7,2,21,1,0.875,0.08695652173913043,0.4809782608695652,-0.05630532705768135,0.2903225806451613,0.25,0.6666666666666666,9330
32,8,24,7,2,22,1,0.875,0.08333333333333333,0.4791666666666667,-0.061898446059017294,0.28125,0.2413793103448276,0.6666666666666666,9331
15,11,4,10,0,4,1,0.9090909090909091,0.0,0.45454545454545453,-0.16116459280507606,0.6666666666666666,0.7142857142857143,0.0,9332
42,10,32,10,2,30,0,1.0,0.0625,0.53125,0.125,0.2857142857142857,0.25,1.0,9333
38,10,28,10,2,26,0,1.0,0.07142857142857142,0.5357142857142857,0.14085904245475275,0.3157894736842105,0.2777777777777778,1.0,9334
26,9,17,9,2,15,0,1.0,0.11764705882352941,0.5588235294117647,0.21004201260420147,0.4230769230769231,0.375,1.0,9335
41,7,34,7,6,28,0,1.0,0.17647058823529413,0.5882352941176471,0.18786728732554486,0.3170731707317073,0.2,1.0,9336
31,7,24,7,2,22,0,1.0,0.08333333333333333,0.5416666666666666,0.14182715723279385,0.2903225806451613,0.2413793103448276,1.0,9337
26,10,16,8,0,16,2,0.8,0.0,0.4,-0.3651483716701107,0.3076923076923077,0.3333333333333333,0.0,9338
17,8,9,8,0,9,0,1.0,0.0,0.5,,0.47058823529411764,0.47058823529411764,,9339
42,8,34,7,6,28,1,0.875,0.17647058823529413,0.5257352941176471,0.05423261445466404,0.30952380952380953,0.2,0.8571428571428571,9340
38,11,27,11,2,25,0,1.0,0.07407407407407407,0.537037037037037,0.15044515564140667,0.34210526315789475,0.3055555555555556,1.0,9341
17,14,3,12,0,3,2,0.8571428571428571,0.0,0.42857142857142855,-0.1690308509457033,0.7058823529411765,0.8,0.0,9342
23,10,13,9,0,13,1,0.9,0.0,0.45,-0.24308621740219885,0.391304347826087,0.4090909090909091,0.0,9343
25,12,13,12,0,13,0,1.0,0.0,0.5,,0.48,0.48,,9344
24,8,16,6,2,14,2,0.75,0.125,0.4375,-0.15811388300841897,0.3333333333333333,0.3,0.5,9345
37,9,28,7,2,26,2,0.7777777777777778,0.07142857142857142,0.4246031746031746,-0.20835137007059354,0.24324324324324326,0.21212121212121213,0.5,9346
32,11,21,11,2,19,0,1.0,0.09523809523809523,0.5476190476190477,0.1868706368604627,0.40625,0.36666666666666664,1.0,9347
31,10,21,10,4,17,0,1.0,0.19047619047619047,0.5952380952380952,0.2656063576298653,0.45161290322580644,0.37037037037037035,1.0,9348
25,7,18,7,0,18,0,1.0,0.0,0.5,,0.28,0.28,,9349
32,10,22,9,4,18,1,0.9,0.18181818181818182,0.5409090909090909,0.1044465935734187,0.40625,0.3333333333333333,0.8,9350
31,8,23,7,4,19,1,0.875,0.17391304347826086,0.5244565217391304,0.058191817512585564,0.3548387096774194,0.2692307692307692,0.8,9351
33,10,23,8,2,21,2,0.8,0.08695652173913043,0.4434782608695652,-0.15917704399294777,0.30303030303030304,0.27586206896551724,0.5,9352
30,10,20,8,2,18,2,0.8,0.1,0.45,-0.1386750490563073,0.3333333333333333,0.3076923076923077,0.5,9353
41,8,33,8,4,29,0,1.0,0.12121212121212122,0.5606060606060606,0.1618889317032706,0.2926829268292683,0.21621621621621623,1.0,9354
28,8,20,7,0,20,1,0.875,0.0,0.4375,-0.3042903097250923,0.25,0.25925925925925924,0.0,9355
31,7,24,6,2,22,1,0.8571428571428571,0.08333333333333333,0.47023809523809523,-0.08417937871268423,0.25806451612903225,0.21428571428571427,0.6666666666666666,9356
33,9,24,9,4,20,0,1.0,0.16666666666666666,0.5833333333333334,0.227429413073671,0.3939393939393939,0.3103448275862069,1.0,9357
41,8,33,8,4,29,0,1.0,0.12121212121212122,0.5606060606060606,0.1618889317032706,0.2926829268292683,0.21621621621621623,1.0,9358
31,10,21,10,0,21,0,1.0,0.0,0.5,,0.3225806451612903,0.3225806451612903,,9359
19,10,9,9,2,7,1,0.9,0.2222222222222222,0.5611111111111111,0.16735967034880075,0.5789473684210527,0.5625,0.6666666666666666,9360
28,8,20,7,2,18,1,0.875,0.1,0.4875,-0.03651483716701107,0.32142857142857145,0.28,0.6666666666666666,9361
45,8,37,8,4,33,0,1.0,0.10810810810810811,0.5540540540540541,0.14523864842631945,0.26666666666666666,0.1951219512195122,1.0,9362
29,10,19,10,2,17,0,1.0,0.10526315789473684,0.5526315789473684,0.19744962591969745,0.41379310344827586,0.37037037037037035,1.0,9363
31,11,20,11,4,16,0,1.0,0.2,0.6,0.2854496128592251,0.4838709677419355,0.4074074074074074,1.0,9364
16,7,9,7,0,9,0,1.0,0.0,0.5,,0.4375,0.4375,,9365
28,8,20,6,0,20,2,0.75,0.0,0.375,-0.43852900965351466,0.21428571428571427,0.23076923076923078,0.0,9366
28,7,21,7,4,17,0,1.0,0.19047619047619047,0.5952380952380952,0.23570226039551587,0.39285714285714285,0.2916666666666667,1.0,9367
33,9,24,9,4,20,0,1.0,0.16666666666666666,0.5833333333333334,0.227429413073671,0.3939393939393939,0.3103448275862069,1.0,9368
33,8,25,6,2,23,2,0.75,0.08,0.415,-0.22322093586152833,0.24242424242424243,0.20689655172413793,0.5,9369
26,12,14,12,2,12,0,1.0,0.14285714285714285,0.5714285714285714,0.2672612419124244,0.5384615384615384,0.5,1.0,9370
26,13,13,10,0,13,3,0.7692307692307693,0.0,0.38461538461538464,-0.3611575592573076,0.38461538461538464,0.43478260869565216,0.0,9371
52,10,42,10,6,36,0,1.0,0.14285714285714285,0.5714285714285714,0.17622684421256035,0.3076923076923077,0.21739130434782608,1.0,9372
33,9,24,9,2,22,0,1.0,0.08333333333333333,0.5416666666666666,0.1555427542095638,0.3333333333333333,0.2903225806451613,1.0,9373
24,9,15,8,2,13,1,0.8888888888888888,0.13333333333333333,0.5111111111111111,0.03253000243161777,0.4166666666666667,0.38095238095238093,0.6666666666666666,9374
15,10,5,10,0,5,0,1.0,0.0,0.5,,0.6666666666666666,0.6666666666666666,,9375
30,10,20,8,2,18,2,0.8,0.1,0.45,-0.1386750490563073,0.3333333333333333,0.3076923076923077,0.5,9376
23,9,14,8,2,12,1,0.8888888888888888,0.14285714285714285,0.5158730158730158,0.046004370622823615,0.43478260869565216,0.4,0.6666666666666666,9377
22,8,14,7,0,14,1,0.875,0.0,0.4375,-0.28867513459481287,0.3181818181818182,0.3333333333333333,0.0,9378
35,7,28,6,2,26,1,0.8571428571428571,0.07142857142857142,0.46428571428571425,-0.10206207261596574,0.22857142857142856,0.1875,0.6666666666666666,9379
35,14,21,12,2,19,2,0.8571428571428571,0.09523809523809523,0.47619047619047616,-0.07332355751067665,0.4,0.3870967741935484,0.5,9380
51,9,42,8,10,32,1,0.8888888888888888,0.23809523809523808,0.5634920634920635,0.11769797726729994,0.35294117647058826,0.2,0.9090909090909091,9381
25,8,17,4,2,15,4,0.5,0.11764705882352941,0.3088235294117647,-0.4176201680321031,0.24,0.21052631578947367,0.3333333333333333,9382
29,9,20,7,2,18,2,0.7777777777777778,0.1,0.4388888888888889,-0.16397831834998458,0.3103448275862069,0.28,0.5,9383
30,7,23,4,0,23,3,0.5714285714285714,0.0,0.2857142857142857,-0.6042179781166439,0.13333333333333333,0.14814814814814814,0.0,9384
24,9,15,9,2,13,0,1.0,0.13333333333333333,0.5666666666666667,0.2335496832484569,0.4583333333333333,0.4090909090909091,1.0,9385
35,10,25,9,2,23,1,0.9,0.08,0.49,-0.032274861218395144,0.3142857142857143,0.28125,0.6666666666666666,9386
24,10,14,10,0,14,0,1.0,0.0,0.5,,0.4166666666666667,0.4166666666666667,,9387
33,10,23,8,2,21,2,0.8,0.08695652173913043,0.4434782608695652,-0.15917704399294777,0.30303030303030304,0.27586206896551724,0.5,9388
30,7,23,7,0,23,0,1.0,0.0,0.5,,0.23333333333333334,0.23333333333333334,,9389
41,9,32,7,4,28,2,0.7777777777777778,0.125,0.4513888888888889,-0.1138550085106622,0.2682926829268293,0.2,0.6666666666666666,9390
29,9,20,9,0,20,0,1.0,0.0,0.5,,0.3103448275862069,0.3103448275862069,,9391
16,9,7,6,0,7,3,0.6666666666666666,0.0,0.3333333333333333,-0.4236592728681617,0.375,0.46153846153846156,0.0,9392
21,9,12,8,0,12,1,0.8888888888888888,0.0,0.4444444444444444,-0.25819888974716115,0.38095238095238093,0.4,0.0,9393
32,9,23,5,2,21,4,0.5555555555555556,0.08695652173913043,0.321256038647343,-0.41179801403140964,0.21875,0.19230769230769232,0.3333333333333333,9394
28,9,19,9,2,17,0,1.0,0.10526315789473684,0.5526315789473684,0.19088542889273333,0.39285714285714285,0.34615384615384615,1.0,9395
29,5,24,4,2,22,1,0.8,0.08333333333333333,0.4416666666666667,-0.14470719035407653,0.20689655172413793,0.15384615384615385,0.6666666666666666,9396
32,7,25,6,4,21,1,0.8571428571428571,0.16,0.5085714285714286,0.019518001458970664,0.3125,0.2222222222222222,0.8,9397
25,11,14,7,0,14,4,0.6363636363636364,0.0,0.3181818181818182,-0.4923659639173309,0.28,0.3333333333333333,0.0,9398
39,11,28,10,4,24,1,0.9090909090909091,0.14285714285714285,0.525974025974026,0.0699230178027249,0.358974358974359,0.29411764705882354,0.8,9399
28,7,21,7,0,21,0,1.0,0.0,0.5,,0.25,0.25,,9400
42,12,30,12,0,30,0,1.0,0.0,0.5,,0.2857142857142857,0.2857142857142857,,9401
24,10,14,9,0,14,1,0.9,0.0,0.45,-0.24671758189758447,0.375,0.391304347826087,0.0,9402
28,10,18,9,0,18,1,0.9,0.0,0.45,-0.25819888974716115,0.32142857142857145,0.3333333333333333,0.0,9403
33,7,26,6,2,24,1,0.8571428571428571,0.07692307692307693,0.46703296703296704,-0.09376144618769908,0.24242424242424243,0.2,0.6666666666666666,9404
39,8,31,8,2,29,0,1.0,0.06451612903225806,0.532258064516129,0.11810771907149852,0.2564102564102564,0.21621621621621623,1.0,9405
26,8,18,7,2,16,1,0.875,0.1111111111111111,0.4930555555555556,-0.020064308847628203,0.34615384615384615,0.30434782608695654,0.6666666666666666,9406
24,7,17,5,0,17,2,0.7142857142857143,0.0,0.35714285714285715,-0.4698714938993648,0.20833333333333334,0.22727272727272727,0.0,9407
26,8,18,6,2,16,2,0.75,0.1111111111111111,0.4305555555555556,-0.17766726362967536,0.3076923076923077,0.2727272727272727,0.5,9408
21,11,10,11,0,10,0,1.0,0.0,0.5,,0.5238095238095238,0.5238095238095238,,9409
28,10,18,7,4,14,3,0.7,0.2222222222222222,0.4611111111111111,-0.08606629658238704,0.39285714285714285,0.3333333333333333,0.5714285714285714,9410
37,9,28,9,4,24,0,1.0,0.14285714285714285,0.5714285714285714,0.1973855084879307,0.35135135135135137,0.2727272727272727,1.0,9411
33,11,22,10,2,20,1,0.9090909090909091,0.09090909090909091,0.5,0.0,0.36363636363636365,0.3333333333333333,0.6666666666666666,9412
23,12,11,10,0,11,2,0.8333333333333334,0.0,0.4166666666666667,-0.2954684201426394,0.43478260869565216,0.47619047619047616,0.0,9413
32,9,23,9,2,21,0,1.0,0.08695652173913043,0.5434782608695652,0.16151457061744964,0.34375,0.3,1.0,9414
32,9,23,8,0,23,1,0.8888888888888888,0.0,0.4444444444444444,-0.28711892307136966,0.25,0.25806451612903225,0.0,9415
21,9,12,8,2,10,1,0.8888888888888888,0.16666666666666666,0.5277777777777778,0.07856742013183861,0.47619047619047616,0.4444444444444444,0.6666666666666666,9416
31,12,19,11,2,17,1,0.9166666666666666,0.10526315789473684,0.5109649122807017,0.036129582063505,0.41935483870967744,0.39285714285714285,0.6666666666666666,9417
35,7,28,7,2,26,0,1.0,0.07142857142857142,0.5357142857142857,0.12309149097933272,0.2571428571428571,0.21212121212121213,1.0,9418
30,8,22,8,4,18,0,1.0,0.18181818181818182,0.5909090909090909,0.23652495839563303,0.4,0.3076923076923077,1.0,9419
40,10,30,9,2,28,1,0.9,0.06666666666666667,0.48333333333333334,-0.05479966243511909,0.275,0.24324324324324326,0.6666666666666666,9420
29,9,20,8,0,20,1,0.8888888888888888,0.0,0.4444444444444444,-0.2817180849095055,0.27586206896551724,0.2857142857142857,0.0,9421
30,9,21,8,0,21,1,0.8888888888888888,0.0,0.4444444444444444,-0.28365431446558775,0.26666666666666666,0.27586206896551724,0.0,9422
28,9,19,8,0,19,1,0.8888888888888888,0.0,0.4444444444444444,-0.27962349760262034,0.2857142857142857,0.2962962962962963,0.0,9423
36,9,27,9,4,23,0,1.0,0.14814814814814814,0.5740740740740741,0.2041241452319315,0.3611111111111111,0.28125,1.0,9424
37,11,26,11,4,22,0,1.0,0.15384615384615385,0.5769230769230769,0.22645540682891915,0.40540540540540543,0.3333333333333333,1.0,9425
28,8,20,8,2,18,0,1.0,0.1,0.55,0.17541160386140586,0.35714285714285715,0.3076923076923077,1.0,9426
36,7,29,7,6,23,0,1.0,0.20689655172413793,0.603448275862069,0.21971768720102056,0.3611111111111111,0.23333333333333334,1.0,9427
30,8,22,7,4,18,1,0.875,0.18181818181818182,0.5284090909090909,0.06741998624632421,0.36666666666666664,0.28,0.8,9428
29,10,19,6,2,17,4,0.6,0.10526315789473684,0.3526315789473684,-0.3458371816572483,0.27586206896551724,0.2608695652173913,0.3333333333333333,9429
43,9,34,7,6,28,2,0.7777777777777778,0.17647058823529413,0.477124183006536,-0.047828670265295956,0.3023255813953488,0.2,0.75,9430
27,8,19,8,2,17,0,1.0,0.10526315789473684,0.5526315789473684,0.1835325870964494,0.37037037037037035,0.32,1.0,9431
