n,positives,negatives,tp,tn,fp,fn,sensitivity,specificity,balanced_accuracy,MCC,accuracy,positive_predictive_value,negative_predictive_value,replicate
21,10,11,8,0,11,2,0.8,0.0,0.4,-0.3402785236893603,0.38095238095238093,0.42105263157894735,0.0,3988
22,10,12,10,0,12,0,1.0,0.0,0.5,,0.45454545454545453,0.45454545454545453,,3989
26,8,18,8,2,16,0,1.0,0.1111111111111111,0.5555555555555556,0.19245008972987526,0.38461538461538464,0.3333333333333333,1.0,3990
23,9,14,7,2,12,2,0.7777777777777778,0.14285714285714285,0.46031746031746035,-0.10218988991416098,0.391304347826087,0.3684210526315789,0.5,3991
29,8,21,6,2,19,2,0.75,0.09523809523809523,0.4226190476190476,-0.2005943549507195,0.27586206896551724,0.24,0.5,3992
21,8,13,8,0,13,0,1.0,0.0,0.5,,0.38095238095238093,0.38095238095238093,,3993
19,8,11,8,2,9,0,1.0,0.18181818181818182,0.5909090909090909,0.29250896965085227,0.5263157894736842,0.47058823529411764,1.0,3994
33,10,23,9,4,19,1,0.9,0.17391304347826086,0.5369565217391304,0.09473729613780998,0.3939393939393939,0.32142857142857145,0.8,3995
26,10,16,8,0,16,2,0.8,0.0,0.4,-0.3651483716701107,0.3076923076923077,0.3333333333333333,0.0,3996
23,10,13,10,0,13,0,1.0,0.0,0.5,,0.43478260869565216,0.43478260869565216,,3997
21,12,9,11,0,9,1,0.9166666666666666,0.0,0.4583333333333333,-0.19364916731037085,0.5238095238095238,0.55,0.0,3998
26,6,20,5,0,20,1,0.8333333333333334,0.0,0.4166666666666667,-0.3651483716701107,0.19230769230769232,0.2,0.0,3999
40,10,30,9,2,28,1,0.9,0.06666666666666667,0.48333333333333334,-0.05479966243511909,0.275,0.24324324324324326,0.6666666666666666,4000
21,9,12,8,2,10,1,0.8888888888888888,0.16666666666666666,0.5277777777777778,0.07856742013183861,0.47619047619047616,0.4444444444444444,0.6666666666666666,4001
41,9,32,6,2,30,3,0.6666666666666666,0.0625,0.3645833333333333,-0.3425800798515744,0.1951219512195122,0.16666666666666666,0.4,4002
38,8,30,8,2,28,0,1.0,0.06666666666666667,0.5333333333333333,0.12171612389003691,0.2631578947368421,0.2222222222222222,1.0,4003
48,10,38,9,4,34,1,0.9,0.10526315789473684,0.5026315789473684,0.006997114285413196,0.2708333333333333,0.20930232558139536,0.8,4004
24,9,15,9,0,15,0,1.0,0.0,0.5,,0.375,0.375,,4005
25,10,15,10,2,13,0,1.0,0.13333333333333333,0.5666666666666667,0.24077170617153842,0.48,0.43478260869565216,1.0,4006
30,8,22,8,2,20,0,1.0,0.09090909090909091,0.5454545454545454,0.16116459280507606,0.3333333333333333,0.2857142857142857,1.0,4007
44,10,34,10,4,30,0,1.0,0.11764705882352941,0.5588235294117647,0.17149858514250885,0.3181818181818182,0.25,1.0,4008
43,8,35,7,4,31,1,0.875,0.11428571428571428,0.49464285714285716,-0.0130066495428618,0.2558139534883721,0.18421052631578946,0.8,4009
32,7,25,5,2,23,2,0.7142857142857143,0.08,0.39714285714285713,-0.2571428571428571,0.21875,0.17857142857142858,0.5,4010
41,7,34,7,4,30,0,1.0,0.11764705882352941,0.5588235294117647,0.14918965000735263,0.2682926829268293,0.1891891891891892,1.0,4011
24,8,16,7,0,16,1,0.875,0.0,0.4375,-0.29488391230979427,0.2916666666666667,0.30434782608695654,0.0,4012
31,11,20,10,2,18,1,0.9090909090909091,0.1,0.5045454545454545,0.014712247158412491,0.3870967741935484,0.35714285714285715,0.6666666666666666,4013
31,9,22,9,2,20,0,1.0,0.09090909090909091,0.5454545454545454,0.16796775328675628,0.3548387096774194,0.3103448275862069,1.0,4014
29,8,21,5,0,21,3,0.625,0.0,0.3125,-0.5503495392790071,0.1724137931034483,0.19230769230769232,0.0,4015
33,8,25,7,4,21,1,0.875,0.16,0.5175,0.04183300132670378,0.3333333333333333,0.25,0.8,4016
28,6,22,5,0,22,1,0.8333333333333334,0.0,0.4166666666666667,-0.3685138655950444,0.17857142857142858,0.18518518518518517,0.0,4017
24,9,15,7,0,15,2,0.7777777777777778,0.0,0.3888888888888889,-0.3892494720807615,0.2916666666666667,0.3181818181818182,0.0,4018
21,10,11,9,0,11,1,0.9,0.0,0.45,-0.23452078799117146,0.42857142857142855,0.45,0.0,4019
27,9,18,8,2,16,1,0.8888888888888888,0.1111111111111111,0.5,0.0,0.37037037037037035,0.3333333333333333,0.6666666666666666,4020
28,10,18,9,0,18,1,0.9,0.0,0.45,-0.25819888974716115,0.32142857142857145,0.3333333333333333,0.0,4021
39,10,29,7,4,25,3,0.7,0.13793103448275862,0.4189655172413793,-0.1844059160437137,0.28205128205128205,0.21875,0.5714285714285714,4022
40,11,29,10,2,27,1,0.9090909090909091,0.06896551724137931,0.4890282131661442,-0.03719985174749849,0.3,0.2702702702702703,0.6666666666666666,4023
29,11,18,10,0,18,1,0.9090909090909091,0.0,0.45454545454545453,-0.24174688920761409,0.3448275862068966,0.35714285714285715,0.0,4024
49,10,39,10,4,35,0,1.0,0.10256410256410256,0.5512820512820513,0.15097027121927944,0.2857142857142857,0.2222222222222222,1.0,4025
38,11,27,11,2,25,0,1.0,0.07407407407407407,0.537037037037037,0.15044515564140667,0.34210526315789475,0.3055555555555556,1.0,4026
31,12,19,12,0,19,0,1.0,0.0,0.5,,0.3870967741935484,0.3870967741935484,,4027
24,8,16,6,0,16,2,0.75,0.0,0.375,-0.42640143271122083,0.25,0.2727272727272727,0.0,4028
27,11,16,8,2,14,3,0.7272727272727273,0.125,0.42613636363636365,-0.1868618617372224,0.37037037037037035,0.36363636363636365,0.4,4029
28,11,17,11,0,17,0,1.0,0.0,0.5,,0.39285714285714285,0.39285714285714285,,4030
26,9,17,6,0,17,3,0.6666666666666666,0.0,0.3333333333333333,-0.4963635881027162,0.23076923076923078,0.2608695652173913,0.0,4031
34,11,23,11,2,21,0,1.0,0.08695652173913043,0.5434782608695652,0.17289101870203116,0.38235294117647056,0.34375,1.0,4032
18,8,10,6,0,10,2,0.75,0.0,0.375,-0.3952847075210474,0.3333333333333333,0.375,0.0,4033
19,7,12,5,0,12,2,0.7142857142857143,0.0,0.35714285714285715,-0.44908871313907184,0.2631578947368421,0.29411764705882354,0.0,4034
28,11,17,9,4,13,2,0.8181818181818182,0.23529411764705882,0.5267379679144385,0.06364909472854591,0.4642857142857143,0.4090909090909091,0.6666666666666666,4035
34,5,29,4,2,27,1,0.8,0.06896551724137931,0.4344827586206897,-0.1636168870406704,0.17647058823529413,0.12903225806451613,0.6666666666666666,4036
29,9,20,8,2,18,1,0.8888888888888888,0.1,0.4944444444444444,-0.016878989451394443,0.3448275862068966,0.3076923076923077,0.6666666666666666,4037
41,11,30,11,0,30,0,1.0,0.0,0.5,,0.2682926829268293,0.2682926829268293,,4038
32,9,23,8,4,19,1,0.8888888888888888,0.17391304347826086,0.5314009661835748,0.07776627474173502,0.375,0.2962962962962963,0.8,4039
25,12,13,12,0,13,0,1.0,0.0,0.5,,0.48,0.48,,4040
23,13,10,11,2,8,2,0.8461538461538461,0.2,0.5230769230769231,0.06036327274391503,0.5652173913043478,0.5789473684210527,0.5,4041
21,10,11,8,2,9,2,0.8,0.18181818181818182,0.49090909090909096,-0.023124864503144014,0.47619047619047616,0.47058823529411764,0.5,4042
26,11,15,10,2,13,1,0.9090909090909091,0.13333333333333333,0.5212121212121212,0.06560418166347888,0.46153846153846156,0.43478260869565216,0.6666666666666666,4043
24,5,19,4,2,17,1,0.8,0.10526315789473684,0.45263157894736844,-0.11633501014942219,0.25,0.19047619047619047,0.6666666666666666,4044
27,10,17,10,2,15,0,1.0,0.11764705882352941,0.5588235294117647,0.21693045781865616,0.4444444444444444,0.4,1.0,4045
38,8,30,8,6,24,0,1.0,0.2,0.6,0.22360679774997896,0.3684210526315789,0.25,1.0,4046
30,7,23,6,2,21,1,0.8571428571428571,0.08695652173913043,0.4720496894409938,-0.07881104062391008,0.26666666666666666,0.2222222222222222,0.6666666666666666,4047
43,6,37,6,2,35,0,1.0,0.05405405405405406,0.527027027027027,0.08894014489399042,0.18604651162790697,0.14634146341463414,1.0,4048
28,7,21,6,2,19,1,0.8571428571428571,0.09523809523809523,0.47619047619047616,-0.06666666666666667,0.2857142857142857,0.24,0.6666666666666666,4049
29,8,21,8,0,21,0,1.0,0.0,0.5,,0.27586206896551724,0.27586206896551724,,4050
32,9,23,8,4,19,1,0.8888888888888888,0.17391304347826086,0.5314009661835748,0.07776627474173502,0.375,0.2962962962962963,0.8,4051
31,10,21,9,2,19,1,0.9,0.09523809523809523,0.4976190476190476,-0.007529232524210427,0.3548387096774194,0.32142857142857145,0.6666666666666666,4052
20,9,11,6,0,11,3,0.6666666666666666,0.0,0.3333333333333333,-0.464420364012824,0.3,0.35294117647058826,0.0,4053
24,7,17,5,0,17,2,0.7142857142857143,0.0,0.35714285714285715,-0.4698714938993648,0.20833333333333334,0.22727272727272727,0.0,4054
24,8,16,5,0,16,3,0.625,0.0,0.3125,-0.5345224838248488,0.20833333333333334,0.23809523809523808,0.0,4055
41,10,31,10,2,29,0,1.0,0.06451612903225806,0.532258064516129,0.1286180282377182,0.2926829268292683,0.2564102564102564,1.0,4056
29,8,21,7,2,19,1,0.875,0.09523809523809523,0.4851190476190476,-0.04367853486341326,0.3103448275862069,0.2692307692307692,0.6666666666666666,4057
40,9,31,8,4,27,1,0.8888888888888888,0.12903225806451613,0.5089605734767024,0.022628141110071023,0.3,0.22857142857142856,0.8,4058
27,10,17,8,2,15,2,0.8,0.11764705882352941,0.45882352941176474,-0.11194627867626022,0.37037037037037035,0.34782608695652173,0.5,4059
39,8,31,7,4,27,1,0.875,0.12903225806451613,0.502016129032258,0.004870232549415787,0.28205128205128205,0.20588235294117646,0.8,4060
26,10,16,8,0,16,2,0.8,0.0,0.4,-0.3651483716701107,0.3076923076923077,0.3333333333333333,0.0,4061
32,13,19,10,2,17,3,0.7692307692307693,0.10526315789473684,0.43724696356275305,-0.16976428667549412,0.375,0.37037037037037035,0.4,4062
25,10,15,10,2,13,0,1.0,0.13333333333333333,0.5666666666666667,0.24077170617153842,0.48,0.43478260869565216,1.0,4063
23,12,11,10,0,11,2,0.8333333333333334,0.0,0.4166666666666667,-0.2954684201426394,0.43478260869565216,0.47619047619047616,0.0,4064
27,9,18,7,4,14,2,0.7777777777777778,0.2222222222222222,0.5,0.0,0.4074074074074074,0.3333333333333333,0.6666666666666666,4065
29,10,19,10,2,17,0,1.0,0.10526315789473684,0.5526315789473684,0.19744962591969745,0.41379310344827586,0.37037037037037035,1.0,4066
43,6,37,6,6,31,0,1.0,0.16216216216216217,0.5810810810810811,0.16216216216216217,0.27906976744186046,0.16216216216216217,1.0,4067
26,9,17,9,0,17,0,1.0,0.0,0.5,,0.34615384615384615,0.34615384615384615,,4068
17,6,11,5,0,11,1,0.8333333333333334,0.0,0.4166666666666667,-0.338501600193165,0.29411764705882354,0.3125,0.0,4069
33,11,22,10,4,18,1,0.9090909090909091,0.18181818181818182,0.5454545454545454,0.11952286093343936,0.42424242424242425,0.35714285714285715,0.8,4070
20,8,12,8,2,10,0,1.0,0.16666666666666666,0.5833333333333334,0.2721655269759087,0.5,0.4444444444444444,1.0,4071
43,12,31,12,2,29,0,1.0,0.06451612903225806,0.532258064516129,0.13741458973797513,0.32558139534883723,0.2926829268292683,1.0,4072
32,10,22,10,2,20,0,1.0,0.09090909090909091,0.5454545454545454,0.17407765595569785,0.375,0.3333333333333333,1.0,4073
23,9,14,9,0,14,0,1.0,0.0,0.5,,0.391304347826087,0.391304347826087,,4074
38,9,29,8,4,25,1,0.8888888888888888,0.13793103448275862,0.5134099616858238,0.033731512431528755,0.3157894736842105,0.24242424242424243,0.8,4075
32,11,21,11,2,19,0,1.0,0.09523809523809523,0.5476190476190477,0.1868706368604627,0.40625,0.36666666666666664,1.0,4076
40,8,32,7,4,28,1,0.875,0.125,0.5,0.0,0.275,0.2,0.8,4077
22,10,12,10,0,12,0,1.0,0.0,0.5,,0.45454545454545453,0.45454545454545453,,4078
44,8,36,7,2,34,1,0.875,0.05555555555555555,0.4652777777777778,-0.10626278551055637,0.20454545454545456,0.17073170731707318,0.6666666666666666,4079
43,9,34,8,4,30,1,0.8888888888888888,0.11764705882352941,0.5032679738562091,0.008294543363223992,0.27906976744186046,0.21052631578947367,0.8,4080
19,9,10,9,2,8,0,1.0,0.2,0.6,0.32539568672798425,0.5789473684210527,0.5294117647058824,1.0,4081
29,10,19,10,2,17,0,1.0,0.10526315789473684,0.5526315789473684,0.19744962591969745,0.41379310344827586,0.37037037037037035,1.0,4082
38,9,29,6,4,25,3,0.6666666666666666,0.13793103448275862,0.4022988505747126,-0.2142989561033871,0.2631578947368421,0.1935483870967742,0.5714285714285714,4083
32,13,19,13,4,15,0,1.0,0.21052631578947367,0.6052631578947368,0.3126409456585232,0.53125,0.4642857142857143,1.0,4084
22,9,13,6,2,11,3,0.6666666666666666,0.15384615384615385,0.41025641025641024,-0.21057989315866538,0.36363636363636365,0.35294117647058826,0.4,4085
24,6,18,5,2,16,1,0.8333333333333334,0.1111111111111111,0.4722222222222222,-0.07273929674533079,0.2916666666666667,0.23809523809523808,0.6666666666666666,4086
30,5,25,5,2,23,0,1.0,0.08,0.54,0.11952286093343936,0.23333333333333334,0.17857142857142858,1.0,4087
25,8,17,8,0,17,0,1.0,0.0,0.5,,0.32,0.32,,4088
31,10,21,9,0,21,1,0.9,0.0,0.45,-0.2645751311064591,0.2903225806451613,0.3,0.0,4089
33,8,25,7,2,23,1,0.875,0.08,0.4775,-0.0670820393249937,0.2727272727272727,0.23333333333333334,0.6666666666666666,4090
16,9,7,9,0,7,0,1.0,0.0,0.5,,0.5625,0.5625,,4091
25,10,15,10,2,13,0,1.0,0.13333333333333333,0.5666666666666667,0.24077170617153842,0.48,0.43478260869565216,1.0,4092
28,8,20,7,4,16,1,0.875,0.2,0.5375,0.08846517369293828,0.39285714285714285,0.30434782608695654,0.8,4093
23,7,16,6,0,16,1,0.8571428571428571,0.0,0.42857142857142855,-0.3223291856101521,0.2608695652173913,0.2727272727272727,0.0,4094
45,9,36,8,6,30,1,0.8888888888888888,0.16666666666666666,0.5277777777777778,0.06131393394849658,0.3111111111111111,0.21052631578947367,0.8571428571428571,4095
18,7,11,6,0,11,1,0.8571428571428571,0.0,0.42857142857142855,-0.30403449605253013,0.3333333333333333,0.35294117647058826,0.0,4096
49,10,39,8,6,33,2,0.8,0.15384615384615385,0.47692307692307695,-0.05032725922040558,0.2857142857142857,0.1951219512195122,0.75,4097
24,13,11,13,0,11,0,1.0,0.0,0.5,,0.5416666666666666,0.5416666666666666,,4098
29,11,18,9,0,18,2,0.8181818181818182,0.0,0.4090909090909091,-0.3481553119113957,0.3103448275862069,0.3333333333333333,0.0,4099
21,8,13,7,0,13,1,0.875,0.0,0.4375,-0.2850438562747845,0.3333333333333333,0.35,0.0,4100
36,7,29,7,4,25,0,1.0,0.13793103448275862,0.5689655172413793,0.17370208344491278,0.3055555555555556,0.21875,1.0,4101
20,12,8,11,0,8,1,0.9166666666666666,0.0,0.4583333333333333,-0.1873171623163388,0.55,0.5789473684210527,0.0,4102
29,8,21,7,2,19,1,0.875,0.09523809523809523,0.4851190476190476,-0.04367853486341326,0.3103448275862069,0.2692307692307692,0.6666666666666666,4103
23,10,13,10,2,11,0,1.0,0.15384615384615385,0.5769230769230769,0.27066598098038336,0.5217391304347826,0.47619047619047616,1.0,4104
32,11,21,10,0,21,1,0.9090909090909091,0.0,0.45454545454545453,-0.24816038707378335,0.3125,0.3225806451612903,0.0,4105
28,13,15,12,0,15,1,0.9230769230769231,0.0,0.46153846153846156,-0.20672455764868078,0.42857142857142855,0.4444444444444444,0.0,4106
17,9,8,8,0,8,1,0.8888888888888888,0.0,0.4444444444444444,-0.23570226039551587,0.47058823529411764,0.5,0.0,4107
28,8,20,7,0,20,1,0.875,0.0,0.4375,-0.3042903097250923,0.25,0.25925925925925924,0.0,4108
28,6,22,5,0,22,1,0.8333333333333334,0.0,0.4166666666666667,-0.3685138655950444,0.17857142857142858,0.18518518518518517,0.0,4109
20,8,12,8,2,10,0,1.0,0.16666666666666666,0.5833333333333334,0.2721655269759087,0.5,0.4444444444444444,1.0,4110
31,9,22,6,0,22,3,0.6666666666666666,0.0,0.3333333333333333,-0.511766315719159,0.1935483870967742,0.21428571428571427,0.0,4111
41,7,34,6,4,30,1,0.8571428571428571,0.11764705882352941,0.48739495798319327,-0.028988551782622423,0.24390243902439024,0.16666666666666666,0.8,4112
23,7,16,7,0,16,0,1.0,0.0,0.5,,0.30434782608695654,0.30434782608695654,,4113
32,13,19,12,2,17,1,0.9230769230769231,0.10526315789473684,0.51417004048583,0.04775182090788386,0.4375,0.41379310344827586,0.6666666666666666,4114
28,9,19,8,2,17,1,0.8888888888888888,0.10526315789473684,0.49707602339181284,-0.00883021571376696,0.35714285714285715,0.32,0.6666666666666666,4115
31,9,22,9,4,18,0,1.0,0.18181818181818182,0.5909090909090909,0.24618298195866548,0.41935483870967744,0.3333333333333333,1.0,4116
20,10,10,9,0,10,1,0.9,0.0,0.45,-0.22941573387056174,0.45,0.47368421052631576,0.0,4117
27,10,17,10,2,15,0,1.0,0.11764705882352941,0.5588235294117647,0.21693045781865616,0.4444444444444444,0.4,1.0,4118
29,9,20,8,2,18,1,0.8888888888888888,0.1,0.4944444444444444,-0.016878989451394443,0.3448275862068966,0.3076923076923077,0.6666666666666666,4119
32,10,22,10,4,18,0,1.0,0.18181818181818182,0.5909090909090909,0.2548235957188128,0.4375,0.35714285714285715,1.0,4120
20,8,12,8,0,12,0,1.0,0.0,0.5,,0.4,0.4,,4121
29,7,22,7,2,20,0,1.0,0.09090909090909091,0.5454545454545454,0.15352206215727945,0.3103448275862069,0.25925925925925924,1.0,4122
32,6,26,5,0,26,1,0.8333333333333334,0.0,0.4166666666666667,-0.373878250552983,0.15625,0.16129032258064516,0.0,4123
44,9,35,9,2,33,0,1.0,0.05714285714285714,0.5285714285714286,0.11065666703449763,0.25,0.21428571428571427,1.0,4124
26,8,18,8,0,18,0,1.0,0.0,0.5,,0.3076923076923077,0.3076923076923077,,4125
29,7,22,6,4,18,1,0.8571428571428571,0.18181818181818182,0.5194805194805194,0.044136741475237475,0.3448275862068966,0.25,0.8,4126
43,9,34,7,4,30,2,0.7777777777777778,0.11764705882352941,0.4477124183006536,-0.12277580147096823,0.2558139534883721,0.1891891891891892,0.6666666666666666,4127
29,7,22,6,2,20,1,0.8571428571428571,0.09090909090909091,0.474025974025974,-0.07299318686018119,0.27586206896551724,0.23076923076923078,0.6666666666666666,4128
26,10,16,9,2,14,1,0.9,0.125,0.5125,0.03806934938134405,0.4230769230769231,0.391304347826087,0.6666666666666666,4129
15,12,3,12,0,3,0,1.0,0.0,0.5,,0.8,0.8,,4130
13,8,5,8,0,5,0,1.0,0.0,0.5,,0.6153846153846154,0.6153846153846154,,4131
25,12,13,12,0,13,0,1.0,0.0,0.5,,0.48,0.48,,4132
21,9,12,8,2,10,1,0.8888888888888888,0.16666666666666666,0.5277777777777778,0.07856742013183861,0.47619047619047616,0.4444444444444444,0.6666666666666666,4133
34,9,25,9,0,25,0,1.0,0.0,0.5,,0.2647058823529412,0.2647058823529412,,4134
21,9,12,8,2,10,1,0.8888888888888888,0.16666666666666666,0.5277777777777778,0.07856742013183861,0.47619047619047616,0.4444444444444444,0.6666666666666666,4135
26,8,18,8,4,14,0,1.0,0.2222222222222222,0.6111111111111112,0.2842676218074806,0.46153846153846156,0.36363636363636365,1.0,4136
38,11,27,9,2,25,2,0.8181818181818182,0.07407407407407407,0.44612794612794615,-0.15922171574040855,0.2894736842105263,0.2647058823529412,0.5,4137
39,10,29,9,4,25,1,0.9,0.13793103448275862,0.5189655172413793,0.04954150840221495,0.3333333333333333,0.2647058823529412,0.8,4138
36,7,29,7,2,27,0,1.0,0.06896551724137931,0.5344827586206896,0.11915864618843422,0.25,0.20588235294117646,1.0,4139
29,9,20,8,0,20,1,0.8888888888888888,0.0,0.4444444444444444,-0.2817180849095055,0.27586206896551724,0.2857142857142857,0.0,4140
14,12,2,12,0,2,0,1.0,0.0,0.5,,0.8571428571428571,0.8571428571428571,,4141
37,12,25,9,2,23,3,0.75,0.08,0.415,-0.2327820869396956,0.2972972972972973,0.28125,0.4,4142
27,9,18,8,2,16,1,0.8888888888888888,0.1111111111111111,0.5,0.0,0.37037037037037035,0.3333333333333333,0.6666666666666666,4143
16,13,3,13,0,3,0,1.0,0.0,0.5,,0.8125,0.8125,,4144
21,5,16,4,0,16,1,0.8,0.0,0.4,-0.4,0.19047619047619047,0.2,0.0,4145
22,6,16,6,0,16,0,1.0,0.0,0.5,,0.2727272727272727,0.2727272727272727,,4146
17,6,11,5,0,11,1,0.8333333333333334,0.0,0.4166666666666667,-0.338501600193165,0.29411764705882354,0.3125,0.0,4147
23,9,14,9,0,14,0,1.0,0.0,0.5,,0.391304347826087,0.391304347826087,,4148
28,7,21,6,4,17,1,0.8571428571428571,0.19047619047619047,0.5238095238095237,0.05383819020581655,0.35714285714285715,0.2608695652173913,0.8,4149
40,11,29,11,4,25,0,1.0,0.13793103448275862,0.5689655172413793,0.20529392068381322,0.375,0.3055555555555556,1.0,4150
40,8,32,7,4,28,1,0.875,0.125,0.5,0.0,0.275,0.2,0.8,4151
27,11,16,11,0,16,0,1.0,0.0,0.5,,0.4074074074074074,0.4074074074074074,,4152
21,11,10,9,0,10,2,0.8181818181818182,0.0,0.4090909090909091,-0.309344112444873,0.42857142857142855,0.47368421052631576,0.0,4153
38,10,28,9,0,28,1,0.9,0.0,0.45,-0.27509212216215073,0.23684210526315788,0.24324324324324326,0.0,4154
21,13,8,11,0,8,2,0.8461538461538461,0.0,0.4230769230769231,-0.2545139051903111,0.5238095238095238,0.5789473684210527,0.0,4155
22,9,13,7,0,13,2,0.7777777777777778,0.0,0.3888888888888889,-0.38005847503304596,0.3181818181818182,0.35,0.0,4156
27,7,20,6,4,16,1,0.8571428571428571,0.2,0.5285714285714286,0.06446583712203043,0.37037037037037035,0.2727272727272727,0.8,4157
21,9,12,8,0,12,1,0.8888888888888888,0.0,0.4444444444444444,-0.25819888974716115,0.38095238095238093,0.4,0.0,4158
28,9,19,7,2,17,2,0.7777777777777778,0.10526315789473684,0.4415204678362573,-0.15609763526361567,0.32142857142857145,0.2916666666666667,0.5,4159
32,11,21,8,2,19,3,0.7272727272727273,0.09523809523809523,0.41125541125541126,-0.2321726094326961,0.3125,0.2962962962962963,0.4,4160
37,8,29,8,6,23,0,1.0,0.20689655172413793,0.603448275862069,0.23106851475148005,0.3783783783783784,0.25806451612903225,1.0,4161
31,10,21,8,2,19,2,0.8,0.09523809523809523,0.44761904761904764,-0.1460834966964259,0.3225806451612903,0.2962962962962963,0.5,4162
28,8,20,7,4,16,1,0.875,0.2,0.5375,0.08846517369293828,0.39285714285714285,0.30434782608695654,0.8,4163
23,8,15,6,2,13,2,0.75,0.13333333333333333,0.44166666666666665,-0.14659886790209342,0.34782608695652173,0.3157894736842105,0.5,4164
31,8,23,7,4,19,1,0.875,0.17391304347826086,0.5244565217391304,0.058191817512585564,0.3548387096774194,0.2692307692307692,0.8,4165
